id,applicationName,serverName,serverType,cpu,memory,storage,region,environment,notes,osType,osVersion,dbEngineVersion,dbClusterId,dbClusterType,orchestrationPlatform
infra-373,Engineering Service,engineering-service-api-srv-373,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2019,PostgreSQL 14,db-cluster-179,Active/Active,EKS
infra-374,Engineering Service,engineering-service-api-srv-374,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,MySQL 8.0,db-cluster-389,Single Instance,None
infra-375,Engineering Service,engineering-service-worker-srv-375,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,MySQL 8.0,db-cluster-848,Active/Backup,ECS
infra-376,Engineering Service,engineering-service-worker-srv-376,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Staging,,Windows,Windows Server 2022,Aurora MySQL 8.0,db-cluster-682,Active/Backup,ECS
infra-377,Engineering Service,engineering-service-frontend-srv-377,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-690,Active/Active,EKS
infra-378,Engineering Service,engineering-service-frontend-srv-378,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,PostgreSQL 13,db-cluster-308,Single Instance,None
infra-379,Procurement Monitor,procurement-monitor-backend-srv-379,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Production,,Windows,Windows Server 2019,MongoDB 6.0,db-cluster-229,Multi-AZ,Kubernetes
infra-380,Procurement Monitor,procurement-monitor-backend-srv-380,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-595,Multi-AZ,ECS
infra-381,Procurement Monitor,procurement-monitor-processor-srv-381,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2,Redis 7.0,db-cluster-741,Multi-AZ,Kubernetes
infra-382,Procurement Monitor,procurement-monitor-processor-srv-382,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-721,Active/Active,None
infra-383,Procurement Monitor,procurement-monitor-backend-srv-383,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2022,PostgreSQL 15,db-cluster-922,Active/Active,None
infra-384,Procurement Monitor,procurement-monitor-backend-srv-384,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-265,Active/Active,Kubernetes
infra-385,E-Commerce Dashboard 62,e-commerce-dashboard-62-processor-srv-385,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Production,Primary instance,Windows,Windows Server 2019,MySQL 8.0,db-cluster-952,Active/Active,None
infra-386,E-Commerce Dashboard 62,e-commerce-dashboard-62-processor-srv-386,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-867,Active/Active,Kubernetes
infra-387,E-Commerce Dashboard 62,e-commerce-dashboard-62-api-srv-387,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-515,Single Instance,ECS
infra-388,E-Commerce Dashboard 62,e-commerce-dashboard-62-api-srv-388,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,Redis 7.0,db-cluster-327,Active/Active,Kubernetes
infra-389,E-Commerce Dashboard 62,e-commerce-dashboard-62-processor-srv-389,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,PostgreSQL 15,db-cluster-265,Active/Backup,Kubernetes
infra-390,E-Commerce Dashboard 62,e-commerce-dashboard-62-processor-srv-390,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,PostgreSQL 14,db-cluster-382,Single Instance,ECS
infra-391,E-Commerce Dashboard 62,e-commerce-dashboard-62-worker-srv-391,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-920,Multi-AZ,None
infra-392,E-Commerce Dashboard 62,e-commerce-dashboard-62-worker-srv-392,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-927,Active/Active,Kubernetes
infra-393,E-Commerce Dashboard 62,e-commerce-dashboard-62-worker-srv-393,t3.large,2 vCPU,8 GB,80 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,MongoDB 6.0,db-cluster-303,Single Instance,EKS
infra-394,E-Commerce Dashboard 62,e-commerce-dashboard-62-worker-srv-394,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Staging,,Windows,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-160,Multi-AZ,Kubernetes
infra-395,HR Platform,hr-platform-service-srv-395,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-215,Single Instance,None
infra-396,HR Platform,hr-platform-service-srv-396,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-682,Active/Backup,ECS
infra-397,HR Platform,hr-platform-processor-srv-397,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2,DynamoDB,db-cluster-980,Active/Active,Kubernetes
infra-398,HR Platform,hr-platform-processor-srv-398,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,PostgreSQL 14,db-cluster-178,Single Instance,Kubernetes
infra-399,Product Management System 64,product-management-system-64-srv-399,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Production,,Windows,Ubuntu 22.04,Redis 7.0,db-cluster-646,Multi-AZ,EKS
infra-400,Product Management System 64,product-management-system-64-srv-400,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-499,Single Instance,ECS
infra-401,IT Tracker,it-tracker-worker-srv-401,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Production,Primary instance,Windows,Amazon Linux 2023,DynamoDB,db-cluster-276,Active/Active,ECS
infra-402,IT Tracker,it-tracker-worker-srv-402,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 13,db-cluster-284,Multi-AZ,Kubernetes
infra-403,IT Tracker,it-tracker-frontend-srv-403,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,,Windows,Ubuntu 22.04,PostgreSQL 13,db-cluster-396,Multi-AZ,None
infra-404,IT Tracker,it-tracker-frontend-srv-404,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,DynamoDB,db-cluster-265,Multi-AZ,EKS
infra-405,IT Tracker,it-tracker-worker-srv-405,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,MySQL 8.0,db-cluster-762,Active/Backup,None
infra-406,IT Tracker,it-tracker-worker-srv-406,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-393,Single Instance,ECS
infra-407,IT Tracker,it-tracker-worker-srv-407,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Production,Primary instance,Windows,Windows Server 2022,Aurora MySQL 8.0,db-cluster-316,Active/Backup,EKS
infra-408,IT Tracker,it-tracker-worker-srv-408,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,Redis 7.0,db-cluster-373,Single Instance,ECS
infra-409,Finance Controller 66,finance-controller-66-worker-srv-409,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-633,Single Instance,Kubernetes
infra-410,Finance Controller 66,finance-controller-66-worker-srv-410,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 14,db-cluster-289,Active/Backup,EKS
infra-411,Finance Controller 66,finance-controller-66-worker-srv-411,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,PostgreSQL 13,db-cluster-710,Active/Active,EKS
infra-412,Finance Controller 66,finance-controller-66-worker-srv-412,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,DynamoDB,db-cluster-713,Single Instance,EKS
infra-413,Finance Controller 66,finance-controller-66-frontend-srv-413,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Production,,Windows,Ubuntu 22.04,Redis 7.0,db-cluster-591,Active/Backup,EKS
infra-414,Finance Controller 66,finance-controller-66-frontend-srv-414,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-770,Active/Active,Kubernetes
infra-415,Engineering Hub,engineering-hub-frontend-srv-415,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,PostgreSQL 13,db-cluster-782,Active/Backup,Kubernetes
infra-416,Engineering Hub,engineering-hub-frontend-srv-416,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,MySQL 8.0,db-cluster-916,Active/Backup,ECS
infra-417,Engineering Hub,engineering-hub-api-srv-417,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,Primary instance,Windows,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-107,Multi-AZ,ECS
infra-418,Engineering Hub,engineering-hub-api-srv-418,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,PostgreSQL 14,db-cluster-184,Active/Backup,ECS
infra-419,E-Commerce Hub,e-commerce-hub-service-srv-419,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,PostgreSQL 14,db-cluster-739,Active/Backup,EKS
infra-420,E-Commerce Hub,e-commerce-hub-service-srv-420,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,Redis 7.0,db-cluster-544,Active/Active,EKS
infra-421,E-Commerce Hub,e-commerce-hub-api-srv-421,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-904,Active/Backup,ECS
infra-422,E-Commerce Hub,e-commerce-hub-api-srv-422,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,MySQL 8.0,db-cluster-148,Active/Active,Kubernetes
infra-423,E-Commerce Hub,e-commerce-hub-processor-srv-423,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-596,Active/Active,Kubernetes
infra-424,E-Commerce Hub,e-commerce-hub-processor-srv-424,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,MySQL 8.0,db-cluster-859,Single Instance,ECS
infra-425,E-Commerce Hub,e-commerce-hub-service-srv-425,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2023,PostgreSQL 14,db-cluster-945,Single Instance,ECS
infra-426,E-Commerce Hub,e-commerce-hub-service-srv-426,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-580,Multi-AZ,None
infra-427,E-Commerce Hub,e-commerce-hub-service-srv-427,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-586,Single Instance,ECS
infra-428,E-Commerce Hub,e-commerce-hub-service-srv-428,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,MongoDB 6.0,db-cluster-368,Active/Active,Kubernetes
infra-429,Legal Hub,legal-hub-api-srv-429,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Production,,Linux,Ubuntu 20.04,MySQL 8.0,db-cluster-734,Active/Active,None
infra-430,Legal Hub,legal-hub-api-srv-430,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,MySQL 8.0,db-cluster-622,Single Instance,Kubernetes
infra-431,Legal Hub,legal-hub-processor-srv-431,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-589,Active/Active,Kubernetes
infra-432,Legal Hub,legal-hub-processor-srv-432,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 14,db-cluster-234,Multi-AZ,ECS
infra-433,Legal Hub,legal-hub-worker-srv-433,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,Primary instance,Windows,Ubuntu 22.04,MySQL 8.0,db-cluster-188,Multi-AZ,None
infra-434,Legal Hub,legal-hub-worker-srv-434,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,Redis 7.0,db-cluster-107,Multi-AZ,None
infra-435,Legal Hub,legal-hub-api-srv-435,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Production,,Windows,Windows Server 2019,PostgreSQL 15,db-cluster-467,Active/Backup,EKS
infra-436,Legal Hub,legal-hub-api-srv-436,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,PostgreSQL 13,db-cluster-205,Active/Backup,EKS
infra-437,Legal Hub,legal-hub-api-srv-437,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Production,Primary instance,Linux,Amazon Linux 2,Aurora PostgreSQL 14,db-cluster-369,Single Instance,None
infra-438,Legal Hub,legal-hub-api-srv-438,t3.micro,2 vCPU,1 GB,20 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-482,Single Instance,None
infra-439,Product Dashboard 70,product-dashboard-70-srv-439,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,PostgreSQL 13,db-cluster-362,Multi-AZ,Kubernetes
infra-440,Product Dashboard 70,product-dashboard-70-srv-440,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,Aurora PostgreSQL 14,db-cluster-375,Active/Active,EKS
infra-441,Legal Application 71,legal-application-71-srv-441,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,,Windows,Amazon Linux 2023,PostgreSQL 15,db-cluster-774,Single Instance,ECS
infra-442,Legal Application 71,legal-application-71-srv-442,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-834,Active/Active,ECS
infra-443,Finance Controller 72,finance-controller-72-processor-srv-443,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,PostgreSQL 13,db-cluster-961,Active/Active,None
infra-444,Finance Controller 72,finance-controller-72-processor-srv-444,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2023,PostgreSQL 15,db-cluster-906,Multi-AZ,Kubernetes
infra-445,Finance Controller 72,finance-controller-72-frontend-srv-445,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-954,Active/Active,None
infra-446,Finance Controller 72,finance-controller-72-frontend-srv-446,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,MongoDB 6.0,db-cluster-778,Multi-AZ,ECS
infra-447,Finance Controller 72,finance-controller-72-frontend-srv-447,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,PostgreSQL 15,db-cluster-683,Multi-AZ,None
infra-448,Finance Controller 72,finance-controller-72-frontend-srv-448,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,Redis 7.0,db-cluster-854,Single Instance,EKS
infra-449,Finance Controller 72,finance-controller-72-service-srv-449,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2,Redis 7.0,db-cluster-325,Single Instance,EKS
infra-450,Finance Controller 72,finance-controller-72-service-srv-450,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,PostgreSQL 13,db-cluster-315,Single Instance,EKS
infra-451,HR Controller,hr-controller-service-srv-451,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,Aurora MySQL 8.0,db-cluster-978,Multi-AZ,EKS
infra-452,HR Controller,hr-controller-service-srv-452,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2023,PostgreSQL 15,db-cluster-328,Active/Backup,ECS
infra-453,HR Controller,hr-controller-service-srv-453,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-756,Multi-AZ,ECS
infra-454,HR Controller,hr-controller-service-srv-454,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,Aurora MySQL 8.0,db-cluster-246,Single Instance,ECS
infra-455,HR Controller,hr-controller-service-srv-455,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,,Windows,Windows Server 2022,PostgreSQL 15,db-cluster-437,Active/Active,Kubernetes
infra-456,HR Controller,hr-controller-service-srv-456,i3.xlarge,4 vCPU,30.5 GB,950 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-699,Multi-AZ,ECS
infra-457,HR Controller,hr-controller-service-srv-457,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-871,Multi-AZ,ECS
infra-458,HR Controller,hr-controller-service-srv-458,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,PostgreSQL 14,db-cluster-467,Active/Backup,None
infra-459,Business Development Service,business-development-service-api-srv-459,c5.large,2 vCPU,4 GB,80 GB SSD,us-east-1,Production,,Windows,Amazon Linux 2023,PostgreSQL 15,db-cluster-535,Active/Active,EKS
infra-460,Business Development Service,business-development-service-api-srv-460,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,DynamoDB,db-cluster-557,Active/Backup,ECS
infra-461,Business Development Service,business-development-service-api-srv-461,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Production,Primary instance,Windows,Ubuntu 20.04,Redis 7.0,db-cluster-342,Active/Backup,EKS
infra-462,Business Development Service,business-development-service-api-srv-462,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-598,Multi-AZ,EKS
infra-463,Business Development Service,business-development-service-worker-srv-463,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Production,,Linux,Ubuntu 22.04,Aurora MySQL 8.0,db-cluster-459,Multi-AZ,ECS
infra-464,Business Development Service,business-development-service-worker-srv-464,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,Redis 7.0,db-cluster-563,Single Instance,ECS
infra-465,Procurement Controller,procurement-controller-worker-srv-465,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Production,Primary instance,Windows,Windows Server 2022,DynamoDB,db-cluster-209,Single Instance,None
infra-466,Procurement Controller,procurement-controller-worker-srv-466,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,Aurora MySQL 8.0,db-cluster-354,Single Instance,None
infra-467,Procurement Controller,procurement-controller-worker-srv-467,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Production,Primary instance,Windows,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-437,Multi-AZ,None
infra-468,Procurement Controller,procurement-controller-worker-srv-468,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Windows,Amazon Linux 2,PostgreSQL 15,db-cluster-251,Single Instance,None
infra-469,Procurement Controller,procurement-controller-backend-srv-469,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Production,,Windows,Windows Server 2019,PostgreSQL 15,db-cluster-929,Single Instance,Kubernetes
infra-470,Procurement Controller,procurement-controller-backend-srv-470,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,DynamoDB,db-cluster-427,Active/Active,None
infra-471,Sales Portal,sales-portal-worker-srv-471,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Production,,Windows,Windows Server 2022,PostgreSQL 14,db-cluster-442,Multi-AZ,Kubernetes
infra-472,Sales Portal,sales-portal-worker-srv-472,t3.large,2 vCPU,8 GB,80 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 14,db-cluster-432,Multi-AZ,Kubernetes
infra-473,Sales Portal,sales-portal-service-srv-473,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,Redis 7.0,db-cluster-708,Active/Backup,None
infra-474,Sales Portal,sales-portal-service-srv-474,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-594,Active/Active,Kubernetes
infra-475,Sales Portal,sales-portal-processor-srv-475,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Production,,Windows,Ubuntu 22.04,PostgreSQL 15,db-cluster-650,Active/Backup,ECS
infra-476,Sales Portal,sales-portal-processor-srv-476,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,MongoDB 6.0,db-cluster-522,Active/Active,None
infra-477,R&D Portal,r&d-portal-api-srv-477,m5.large,2 vCPU,8 GB,100 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-124,Active/Active,None
infra-478,R&D Portal,r&d-portal-api-srv-478,m5.large,2 vCPU,8 GB,100 GB SSD,us-east-1,Staging,,Linux,Amazon Linux 2023,PostgreSQL 15,db-cluster-830,Active/Backup,None
infra-479,R&D Portal,r&d-portal-worker-srv-479,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,MySQL 8.0,db-cluster-449,Single Instance,Kubernetes
infra-480,R&D Portal,r&d-portal-worker-srv-480,t3.small,2 vCPU,2 GB,30 GB SSD,us-east-1,Staging,,Linux,Ubuntu 20.04,PostgreSQL 13,db-cluster-491,Active/Active,Kubernetes
infra-481,R&D Portal,r&d-portal-processor-srv-481,r5.large,2 vCPU,16 GB,100 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,PostgreSQL 14,db-cluster-527,Multi-AZ,ECS
infra-482,R&D Portal,r&d-portal-processor-srv-482,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,PostgreSQL 14,db-cluster-467,Single Instance,Kubernetes
infra-483,R&D Portal,r&d-portal-service-srv-483,r5.xlarge,4 vCPU,32 GB,200 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-648,Active/Active,Kubernetes
infra-484,R&D Portal,r&d-portal-service-srv-484,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,Aurora PostgreSQL 14,db-cluster-143,Active/Backup,ECS
infra-485,Supply Chain Dashboard,supply-chain-dashboard-srv-485,r5.large,2 vCPU,16 GB,100 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2023,MongoDB 6.0,db-cluster-689,Active/Active,ECS
infra-486,Supply Chain Dashboard,supply-chain-dashboard-srv-486,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-west-2,Staging,,Windows,Ubuntu 22.04,PostgreSQL 14,db-cluster-311,Active/Active,ECS
infra-487,Risk Management Controller,risk-management-controller-worker-srv-487,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Production,Primary instance,Linux,Ubuntu 22.04,PostgreSQL 13,db-cluster-415,Active/Backup,Kubernetes
infra-488,Risk Management Controller,risk-management-controller-worker-srv-488,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-958,Multi-AZ,ECS
infra-489,Risk Management Controller,risk-management-controller-api-srv-489,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,PostgreSQL 14,db-cluster-998,Active/Backup,EKS
infra-490,Risk Management Controller,risk-management-controller-api-srv-490,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Windows,Windows Server 2019,PostgreSQL 14,db-cluster-515,Active/Active,ECS
infra-491,Risk Management Controller,risk-management-controller-worker-srv-491,c5.xlarge,4 vCPU,8 GB,160 GB SSD,us-east-1,Production,Primary instance,Windows,Ubuntu 22.04,Redis 7.0,db-cluster-612,Multi-AZ,ECS
infra-492,Risk Management Controller,risk-management-controller-worker-srv-492,c5.large,2 vCPU,4 GB,80 GB SSD,us-west-2,Staging,,Windows,Ubuntu 20.04,PostgreSQL 13,db-cluster-322,Multi-AZ,None
infra-493,Risk Management Controller,risk-management-controller-frontend-srv-493,c5.2xlarge,8 vCPU,16 GB,320 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,PostgreSQL 13,db-cluster-600,Multi-AZ,ECS
infra-494,Risk Management Controller,risk-management-controller-frontend-srv-494,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Windows,Windows Server 2022,Redis 7.0,db-cluster-769,Multi-AZ,EKS
infra-495,Risk Management Controller,risk-management-controller-api-srv-495,t3.small,2 vCPU,2 GB,30 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2,Aurora MySQL 8.0,db-cluster-379,Active/Backup,None
infra-496,Risk Management Controller,risk-management-controller-api-srv-496,t3.xlarge,4 vCPU,16 GB,160 GB SSD,us-east-1,Staging,,Linux,Ubuntu 22.04,Aurora PostgreSQL 14,db-cluster-918,Single Instance,None
infra-497,Legal Application,legal-application-srv-497,m5.4xlarge,16 vCPU,64 GB,800 GB SSD,us-west-2,Production,,Linux,Amazon Linux 2023,PostgreSQL 13,db-cluster-744,Active/Active,ECS
